Rank,Previous,ID,Assoc,Gender,Name,Points,Previous Points,WeekNum,MonthNum,YearNum
1,3,107028,GER,M,OVTCHAROV Dimitrij,16545,0,0,1,2018
2,2,121404,CHN,M,FAN Zhendong,15870,0,0,1,2018
3,5,101222,GER,M,BOLL Timo,15165,0,0,1,2018
4,6,115910,CHN,M,LIN Gaoyuan,14244,0,0,1,2018
5,4,110267,CHN,M,XU Xin,13810,0,0,1,2018
6,8,110729,JPN,M,NIWA Koki,13155,0,0,1,2018
7,14,112620,HKG,M,WONG Chun Ting,13040,0,0,1,2018
7,1,105649,CHN,M,MA Long,13040,0,0,1,2018
9,11,112062,FRA,M,GAUZY Simon,12758,0,0,1,2018
10,15,105926,JPN,M,MATSUDAIRA Kenta,11835,0,0,1,2018
11,17,123980,JPN,M,HARIMOTO Tomokazu,11760,0,0,1,2018
12,19,102841,POR,M,FREITAS Marcos,11489,0,0,1,2018
13,7,106195,JPN,M,MIZUTANI Jun,11210,0,0,1,2018
14,10,105197,KOR,M,LEE Sangsu,11145,0,0,1,2018
15,13,101820,TPE,M,CHUANG Chih-Yuan,10823,0,0,1,2018
16,26,100696,EGY,M,ASSAR Omar,10504,0,0,1,2018
17,31,115641,BRA,M,CALDERANO Hugo,10459,0,0,1,2018
18,23,102761,GER,M,FILUS Ruwen,10443,0,0,1,2018
19,25,121752,JPN,M,OSHIMA Yuya,10398,0,0,1,2018
20,21,112092,NGR,M,ARUNA Quadri,10355,0,0,1,2018
21,12,111606,CHN,M,FANG Bo,9910,0,0,1,2018
22,27,104379,SWE,M,KARLSSON Kristian,9889,0,0,1,2018
23,27,117113,JPN,M,YOSHIMURA Maharu,9824,0,0,1,2018
24,22,110411,JPN,M,YOSHIDA Masaki,9435,0,0,1,2018
25,18,108246,BLR,M,SAMSONOV Vladimir,9429,0,0,1,2018
26,33,105136,FRA,M,LEBESSON Emmanuel,9224,0,0,1,2018
27,47,109946,GER,M,WALTHER Ricardo,9159,0,0,1,2018
28,34,110730,JPN,M,UEDA Jin,8745,0,0,1,2018
29,40,101648,TPE,M,CHEN Chien-An,8739,0,0,1,2018
30,23,111595,KOR,M,JEONG Sangeun,8644,0,0,1,2018
31,30,108958,GER,M,STEGER Bastian,8548,0,0,1,2018
32,38,112074,SWE,M,FALCK Mattias,8379,0,0,1,2018
33,51,114936,KOR,M,JANG Woojin,8355,0,0,1,2018
34,44,113165,UKR,M,KOU Lei,8298,0,0,1,2018
35,70,104128,HKG,M,JIANG Tianyi,8154,0,0,1,2018
36,32,112409,DEN,M,GROTH Jonathan,8147,0,0,1,2018
37,66,111050,ESP,M,ROBLES Alvaro,8107,0,0,1,2018
38,61,123690,HKG,M,HO Kwan Kit,7983,0,0,1,2018
39,43,102380,ENG,M,DRINKHALL Paul,7943,0,0,1,2018
40,36,100621,POR,M,APOLONIA Tiago,7849,0,0,1,2018
41,62,114355,FRA,M,FLORE Tristan,7735,0,0,1,2018
42,82,106814,BEL,M,NUYTINCK Cedric,7629,0,0,1,2018
43,49,102832,GER,M,FRANZISKA Patrick,7548,0,0,1,2018
44,45,112580,JPN,M,MORIZONO Masataka,7398,0,0,1,2018
45,77,119565,TPE,M,LIAO Cheng-Ting,7377,0,0,1,2018
46,46,116620,GER,M,DUDA Benedikt,7362,0,0,1,2018
47,57,102943,SGP,M,GAO Ning,7359,0,0,1,2018
